"Rock Type (Limestone-1,Shale-3,Sandstone-4,Basalt-5,Granite-6)",Density (g/cc),UCS (MPa),RQD (%),Hardness,Joint Spacing (m),Joint Orientation (deg),Fracture Frequency (/m),Charge per Hole (kg),Powder Factor (kg/m3),Delay Timing (ms),"Initiation Sequence (Line-1,Staggered-2,Diagonal-3,Vpattern-4)",Burden (m),Spacing (m),Bench Height (m),Hole Diameter (mm),Hole Depth (m),Sub Drilling (m),Stemming Length (m),"Explosive Type(Emulsion-1,ANFO-2,Slurry-3)",Bench Width (m),Slope Angle (deg),Overall Slope Angle (deg),Pit Length (m),Temperature (C),Rainfall (mm),Humidity (%),Flyrock Distance (m)
3,2.61,275.4,31,3,2.3,76,5,375,0.31,234,2,3.19,3.66,8.63,194,9.78,0.76,2.41,2,11.84,45,52,306.5,35,121,70,39.57
3,2.77,136.4,80,7,1.04,60,12,394.5,0.79,440,2,4.08,6,9.48,160,10.19,1.36,3.34,3,9.2,51,47,179.5,33,120,95,44.52
5,2.8,45.1,71.7,7,0.95,64,2,364.5,0.36,204,1,3.24,3.45,7.13,179,7.69,1.19,2.57,2,7.41,47,40,561,34,207,81,29.25
5,2.26,239.6,85,6,2.23,45,7,283.9,0.54,340,3,6.24,9.24,14.49,128,15.05,2.6,4.39,3,17.07,58,36,833.6,33,119,84,31.67
3,2.98,145.4,92.9,5,1.72,25,5,333.2,0.96,188,2,6.42,6.43,13.51,189,14.91,2.16,6.04,3,10.23,65,30,290.5,35,296,38,50.09
3,2.66,194.5,99.3,9,2.19,67,12,490.3,0.6,163,3,3.68,3.76,7.36,101,8.3,1.43,2.73,3,18.34,73,48,371.7,38,214,30,52.22
6,2.29,246.9,39.8,6,0.75,85,12,138.7,0.48,143,4,3.9,5.08,9.81,105,11.01,1.27,3.12,2,16.66,45,41,361.2,45,201,66,20.04
3,2.55,40.1,27.7,4,0.69,19,4,485.1,0.82,433,3,3.45,3.94,9.94,99,10.86,1.55,2.75,3,7.43,65,51,203.8,31,85,75,54.07
4,2.84,213.9,67.9,6,1.03,33,13,443.9,0.37,414,4,2.38,3.55,7.04,124,8.36,0.98,2.05,2,11.03,74,36,241.1,39,99,99,34.23
6,2.29,70.7,25,7,2.04,3,6,307.1,0.64,63,4,2.43,3.24,7.02,230,8.57,0.91,2.12,2,19.77,50,51,809.2,35,281,50,35.92
4,2.65,283.6,51.3,10,0.24,15,4,471.9,0.8,134,4,3.79,4.12,8.07,232,8.93,1.01,3.48,2,15.99,47,43,391.3,36,107,73,50.54
3,2.35,219.2,50.9,10,0.78,22,1,106.8,0.62,353,2,3.26,4.26,7.86,214,9.19,1.04,2.74,1,12.37,66,46,578.5,33,202,89,38.29
3,2.57,156.8,45.9,7,0.8,69,13,415.2,0.87,432,3,6.73,8.75,13.98,163,15.61,1.99,5.7,2,10.86,51,54,144.5,37,35,31,49.36
1,2.54,50.9,24.1,5,1.93,49,11,445.3,0.32,146,3,3.25,3.73,9.2,213,10.19,1.35,2.58,3,16.14,62,51,673.5,41,143,64,39.06
1,2.53,53.8,91,9,0.18,36,14,251.8,0.5,310,4,3.04,3.46,8.88,226,10.44,0.64,2.48,2,7.23,52,47,866.9,28,126,95,38.6
1,2.26,37.1,67.9,4,1.47,60,13,248,0.37,408,1,4.32,5.88,11.11,196,12.78,1.37,3.32,1,5.1,49,40,878.9,26,183,42,23.79
6,2.83,123.4,67.1,6,1.03,77,8,96.5,0.91,64,4,5.53,6.98,11.63,128,13.07,2.4,4.64,2,14.62,51,54,399.4,26,53,67,40.54
5,2.28,99.6,74.5,6,1.96,79,9,144.1,0.31,202,4,3.84,5.48,8.92,152,10.12,1.8,2.82,1,15.41,45,52,204.6,27,87,88,15.35
6,2.23,33,23.9,8,1.01,3,13,493.8,0.3,20,1,3.55,4.38,10.25,184,12.06,1.53,2.75,2,13.27,53,46,846.2,39,59,77,39.75
4,2.96,228.8,27.2,10,1.56,62,8,135.7,0.99,252,1,3.93,4,8.12,122,9.09,1.16,3.02,1,18.92,64,35,270.4,33,71,87,55.19
5,2.49,66.1,68,4,1.58,77,9,204.5,0.52,315,2,4.13,4.26,9.25,242,10.31,1.58,3.31,2,9.06,68,42,816.1,25,203,65,30.37
5,2.49,24.6,76.2,8,1.03,31,15,353,0.55,86,1,3.54,4.87,10.39,164,11.29,1.69,2.89,1,12.28,55,38,138.3,26,91,31,41.4
1,2.62,43.1,72.4,6,1.2,2,8,167.1,0.41,425,1,5.43,7.65,12.63,109,13.62,1.47,5.41,2,19.73,50,34,411.8,41,45,82,19.17
3,2.43,190.9,94.6,6,1.8,32,12,159.7,0.34,270,4,3.39,3.42,8.56,137,9.84,1.17,2.45,2,16.78,71,35,568.1,41,113,40,26.11
6,2.26,128.6,92,8,1.96,43,2,107.2,0.54,496,4,2.82,3.82,6.6,155,8.23,1.15,2.3,3,8.69,50,47,206.3,29,198,81,36.51
6,2.85,96.8,63.5,6,2.4,48,7,210.5,0.31,334,3,3.7,4.65,7.77,98,9.58,1.45,3.27,3,19.17,47,31,662.7,44,116,83,9.36
1,2.4,175.8,44.9,4,1.76,21,7,398.5,0.54,356,3,4.07,4.23,9.46,235,10.97,1.95,3.17,2,9.14,61,41,778.7,22,40,91,51.55
3,2.43,138.7,29.9,3,0.91,81,14,395.8,0.98,49,3,5.54,7.32,12.37,134,14.19,1.6,4.17,2,8.21,67,49,504.4,33,11,58,58.28
5,2.37,290.8,72.7,3,0.33,72,2,236.7,0.94,413,2,2.9,3.12,6.95,150,8.83,1.06,2.54,3,10.94,57,49,154.1,20,190,100,47.03
4,2.38,242.5,52.1,3,1.92,11,7,111.1,0.99,61,3,4.18,5.34,11.43,235,13.14,0.86,3.54,3,8.19,57,45,834.4,39,291,94,56.23
5,2.91,27.8,52,9,2.11,85,4,380.7,0.57,274,3,4.17,5.61,10.47,239,11.37,1.92,3.49,1,16.18,59,54,143.2,28,171,97,41.77
3,2.68,268.5,52.3,4,1.66,83,3,127.5,0.82,216,3,3.7,4.13,7.89,199,9.39,0.8,3.64,3,14.63,55,36,843.3,45,12,34,36.91
3,2.54,68.5,63.1,5,2.17,83,2,354.1,0.99,164,3,5.73,7.92,11.67,189,13.59,2.16,5.59,1,8.29,52,35,424.2,34,280,100,48.16
6,2.32,180.7,50.1,5,0.2,34,10,386.1,0.63,144,3,4.24,5.07,12.3,196,12.87,1.65,3.95,1,11.72,63,33,872.9,35,221,85,43.77
4,2.61,221,44.7,5,2.17,5,4,302.1,0.32,333,1,2.69,3.77,7.14,122,8,0.82,2.4,3,8.58,57,41,226.4,42,147,38,35.52
1,2.64,144.8,83.6,3,1.91,41,2,264.6,0.47,34,4,2.02,2.27,6.04,122,7.19,0.63,1.73,2,7.25,60,55,174.6,38,153,68,31.73
6,2.47,271,53.6,7,2.07,29,15,258.8,0.84,461,4,3.01,4.15,7.01,168,7.65,0.78,2.42,1,5.48,71,45,787.5,36,232,64,50.28
6,2.9,133.9,59.1,6,0.65,24,10,410.4,0.47,130,3,4.62,5.34,10.17,239,12.05,1.94,3.42,2,15.61,72,43,865.7,20,65,35,32.42
5,2.67,248.6,97.4,10,0.12,50,13,151.4,0.35,75,2,3.95,5.01,9.89,210,11.33,1.84,3.01,1,16.41,57,55,709.4,35,220,34,16.68
5,2.43,66.1,26.8,8,1.34,18,5,325.3,0.38,263,1,3.24,3.56,8.99,208,10.02,1.38,2.53,3,9.12,63,48,285.7,21,300,44,27.88
4,2.2,102.1,25.2,6,0.62,32,7,298,0.58,229,4,4.62,5.57,11.25,174,12.65,1.33,4.24,2,16.66,57,46,955.7,35,17,98,32.91
5,2.65,287.5,92.7,6,2.05,23,7,231.4,0.96,226,4,4.45,5.65,9.18,75,9.87,1.24,3.16,3,16.73,54,38,644.5,38,21,43,46.96
5,2.3,171.7,39.7,6,1.24,38,7,76.8,0.38,20,2,5.46,7.6,12.46,135,14.11,1.17,4.07,3,10.44,53,33,238.6,37,42,63,7.56
6,2.22,186.4,63.7,10,2.12,22,13,272.2,0.36,112,3,3.34,4.18,7.58,201,9.13,1.38,2.83,1,5.61,46,55,582,29,5,61,33.04
6,2.65,268.2,85.3,8,1.25,46,12,321.3,0.64,136,1,6.64,9.48,14.54,157,15.96,1.84,4.98,2,12.48,52,50,466.7,39,67,92,38.03
1,2.88,28.9,85.4,3,0.15,13,6,365,0.64,161,4,5.18,5.68,14.17,228,15.48,2.32,4.59,3,12.51,70,41,449.9,28,55,79,29.53
5,2.62,24.5,82.7,7,1.7,8,12,283.6,0.52,211,4,3.17,3.53,6.86,124,7.54,1.26,3.16,1,12.13,57,40,920.5,22,147,51,21.48
3,2.65,71.1,21,8,2.29,71,2,69.4,0.88,340,3,5.53,5.71,12.38,236,13.25,1.84,4.93,3,9.13,51,42,120.1,21,185,79,45.12
3,2.53,277,90.5,6,2.3,35,15,225.7,0.63,490,1,5.61,5.89,11.96,142,13.26,1.49,4.35,3,5.98,46,48,401.6,45,207,78,35.36
5,2.92,99.4,45.1,8,1.05,80,9,331.5,0.97,261,4,4.11,5.61,9.43,247,10.28,1.57,3.66,1,11.31,62,50,146.8,20,40,42,63.1
4,2.69,194.6,58.8,4,1.19,74,15,207,0.62,409,2,4.89,4.98,11.24,185,11.85,1.97,3.56,3,9.55,64,50,390.4,29,99,82,47.31
4,2.72,103.6,87.1,10,1.41,75,6,422,0.68,107,3,4.83,6.14,11.92,79,12.57,1.66,3.73,3,11.18,49,39,743.5,21,246,45,50.33
6,2.61,293.2,46.1,8,0.18,53,3,140.4,0.58,26,1,3.62,4.21,8.56,168,10.19,1.37,2.79,1,8.89,71,50,741.7,26,221,93,33.13
3,2.31,95,33.2,10,1.24,57,4,432,0.94,483,1,4.33,5.62,10.69,107,11.93,1.8,4.33,1,13.32,53,38,572.8,22,9,68,45.54
1,2.69,171.4,75.3,9,1,54,3,91.5,0.98,387,3,4.08,6,8.56,124,10.51,1.21,3.88,3,9.01,75,34,527.3,33,119,88,32.93
4,2.9,132.2,81,4,1.38,3,1,162.4,0.3,70,3,4.06,4.21,8.65,82,9.79,1.36,3.09,2,11.47,73,36,195.7,34,6,49,10.89
1,2.47,171.3,87.2,10,1.45,63,9,297.6,0.59,140,3,5.81,6.24,11.69,84,12.29,2.12,4.08,2,13.04,64,41,106.3,24,139,61,36.15
6,2.45,53.4,31.1,10,0.82,59,4,311.6,0.96,378,4,3.5,4.41,7.11,211,8.83,0.89,2.58,1,5.65,49,33,397.2,26,53,36,52.57
5,2.5,67.6,47,8,1.73,56,8,351.9,0.41,91,2,4.96,5.47,10.39,93,11.11,2.07,3.55,2,16.88,69,47,479.2,22,10,48,33.52
4,2.39,161.9,24.7,7,2.3,14,5,366.1,0.56,26,4,4.69,4.83,10.93,122,12.79,1.56,4.56,1,6.78,60,41,456.9,34,59,33,33.98
6,2.54,25.9,20.3,7,0.77,21,7,190.7,0.98,438,3,5.2,7.01,13.62,85,15.48,2.21,4.33,3,6.61,51,54,335.5,30,149,72,59.19
1,2.97,51,23.2,7,0.56,22,7,494.6,0.35,442,3,4.56,5.11,9.7,202,10.37,1,4.16,3,8.69,53,53,197.1,38,99,47,26.39
5,2.51,35.8,46.8,4,1.77,15,14,218.3,0.66,430,1,3.8,5.04,7.77,236,9.21,1.18,3.15,2,6.91,74,46,192.7,34,75,96,28.64
4,2.46,156.5,30,3,0.11,19,9,138.5,1,62,1,5.56,6.74,11.96,209,13.21,1.82,5.2,3,9.13,63,31,795,33,70,60,38.78
6,2.46,285.6,74.1,7,2.42,50,12,81.2,0.84,150,4,5.22,7,10.92,80,11.5,1.09,4.02,1,18.49,53,36,276.3,31,298,74,43.42
3,2.4,262.4,50,5,0.2,79,2,169.9,1,485,3,3.9,4.6,8.56,96,9.91,1.76,3.12,1,7.46,48,55,285,40,194,95,47.98
3,2.88,142.1,24.6,8,2.43,10,4,303.6,0.34,447,1,6.41,6.52,14.48,77,15.49,2.78,5.01,2,9.32,60,41,498.8,38,132,79,21.99
1,2.72,264.3,92.8,4,0.15,50,13,271.6,0.72,422,4,4.7,6.63,9.98,181,10.57,1.12,3.42,3,18.73,57,30,347.1,27,297,53,37.78
3,2.59,276.1,46.1,6,1.78,19,2,414.4,0.67,373,3,4.81,5.29,12.18,82,12.91,1.75,4.56,1,18.46,49,31,428,25,98,60,40.07
1,2.82,227.7,91,3,2.14,13,9,375.5,0.81,241,3,3.17,4.66,7.22,234,9.04,1.35,2.22,1,14.38,60,53,391.3,41,9,51,48.1
5,3,47.7,30.4,9,1.8,30,12,364.4,0.78,410,2,2.26,2.92,6.3,89,7.43,0.67,2.18,2,18.94,54,35,909.6,32,40,82,47.16
3,2.77,270,94.2,6,1.29,79,14,80.4,0.37,467,2,2.33,2.86,6.61,221,7.38,0.99,2.14,1,10.22,75,42,916.5,39,114,71,8
1,2.63,277.4,62.9,8,1.52,63,9,145,0.89,18,1,4.17,5.4,8.77,190,9.36,1.34,3.83,2,12.86,72,33,424.1,45,16,94,37.24
5,2.96,172.9,84.8,6,1.17,5,3,439.4,0.36,337,3,5.26,5.81,14,103,14.94,2.39,5.12,3,15.69,63,38,513.8,30,200,74,28.46
3,2.32,52.4,97.9,5,0.53,72,9,287.8,0.95,98,2,5.55,7.9,12.61,250,13.92,2.3,3.95,2,10.86,66,45,185.7,39,186,33,57.15
3,2.48,278.7,34.2,6,0.8,14,3,362.4,0.94,271,2,6.06,9.01,12.71,155,13.3,2.94,4.98,1,17,75,33,238.7,35,200,65,47.89
1,2.47,225.2,93.5,10,0.1,35,2,366.5,0.35,469,1,4.13,4.94,9.95,222,11.27,1.81,3.1,1,17.61,55,44,434.3,23,216,67,35.54
6,2.24,222.1,21.4,10,0.67,8,2,147.3,0.47,198,3,3.16,3.69,8.48,75,9.79,1.57,2.31,1,5.7,45,41,541.4,42,158,38,21.56
6,2.69,222.2,86.2,8,1.17,1,15,266.8,0.31,281,1,5.11,7.42,11,238,12.04,1.85,4.69,2,17.85,75,40,521.1,20,208,83,21.47
3,2.21,207.8,43.1,3,1.03,9,3,252.7,0.9,45,3,5.31,7.2,14.29,120,16.28,2.51,4.02,1,15.12,71,33,529.2,30,105,62,58.26
5,2.86,135.5,62.9,7,0.31,31,11,378.8,0.35,278,3,3.95,5.1,8.08,164,9.94,1.7,3.62,2,9.32,73,53,666.7,44,22,46,27.52
3,2.55,90.8,81.5,3,0.95,30,6,74.6,0.52,270,2,4.23,4.36,10.47,164,12.44,1.08,4.18,3,17.32,63,38,229.8,44,65,32,16.19
4,2.25,42.4,97.5,8,2.1,5,3,429,0.58,282,3,2.56,3.43,6.72,162,8.62,1.16,2.22,1,6.06,56,46,606,20,236,67,42.97
5,2.3,205.7,69.5,9,1.11,9,8,250.5,0.54,389,4,5.72,8.13,14.53,250,15.3,1.32,4.25,1,6.58,61,44,227.5,24,47,57,26.17
5,2.69,212.3,32.6,4,1.14,60,6,329,0.47,266,3,5.75,7.11,14.16,212,15.38,2.87,4.72,3,14.28,51,50,251.1,26,129,73,30.81
4,2.63,26.7,45.8,7,1.97,4,14,328.5,0.38,218,2,5.5,8.04,11.67,184,12.84,1.63,4.05,1,7.01,73,54,555.1,31,66,34,27.61
5,2.35,97.8,84.6,6,0.4,89,6,229.5,0.9,397,3,4.37,5.13,13,226,14.63,2,3.62,1,11.65,73,40,146.6,32,89,72,43.03
3,2.51,81.7,51.3,7,0.41,56,4,292.3,0.81,244,2,2.74,3.97,8.03,122,9.74,0.95,2.33,1,11.4,55,35,464.8,29,85,60,57.96
1,2.71,138.7,86.3,4,2.13,12,4,250.7,0.68,460,1,6.24,6.95,13.87,194,15.59,2.61,5.1,3,13.74,62,51,572.8,27,126,36,37.86
3,2.32,282.1,69.3,10,2.41,72,3,322.8,0.47,382,3,3.74,4.96,10.23,207,12.16,1.59,3.06,2,10.19,54,38,841.9,36,5,49,37.9
3,2.98,281.7,21.2,6,0.45,29,14,354.6,0.78,381,4,5.01,6.08,14.88,247,15.59,1.73,4.94,2,16.15,45,34,417.4,44,41,31,38.86
5,2.45,106.1,98.4,4,0.15,84,13,337.9,0.76,208,4,6.28,8.53,14.56,115,16.55,1.7,5.79,2,14.16,57,43,473.3,45,62,82,40.92
3,2.52,110.5,79.6,5,1.59,72,5,401.7,0.39,445,3,6.64,8.6,14.15,158,15.91,1.7,6.01,3,18.76,63,50,210.7,42,152,91,17.55
5,2.64,212.5,52.4,8,2.29,12,8,116.4,0.47,128,1,2.85,3.74,8.48,175,10.29,1.33,2.82,1,11.13,53,31,271.7,21,274,57,25.03
6,2.69,282.1,47.2,10,1.41,71,15,87.9,0.97,274,1,5.3,5.31,11.47,90,12.53,1.84,3.78,2,14.17,49,31,927.9,37,53,48,53.48
6,2.52,89.7,38.8,8,0.69,82,14,61.9,0.44,326,3,4.08,4.1,9.16,213,10.12,0.87,3.38,1,10.79,55,42,521.4,40,97,44,26.98
4,2.96,203,49.3,5,0.19,15,4,185.1,0.54,35,1,6.72,7.43,14.68,219,16.46,1.46,5.91,2,15.09,74,43,940.1,21,80,48,17.44
4,2.62,214.1,84.3,4,2.01,73,3,413.2,0.57,361,2,5.02,6.34,14.46,238,15.66,2.25,4.48,3,8.62,68,34,658.1,36,256,39,32.89
6,2.26,255.6,81.2,7,2.31,38,10,442.5,0.57,256,4,2.7,3.42,7.14,240,8.31,0.61,2.47,1,9.11,48,33,639,29,179,65,51.81
5,2.84,188.1,93.7,3,0.39,11,12,131.8,0.61,81,1,4.53,6.5,11.65,135,12.85,2.18,4.34,3,19.77,61,43,466.1,24,156,64,16.15
6,2.53,216.9,40.2,8,2.48,21,3,411.6,0.78,295,1,3.55,3.96,7.46,128,8.85,1.57,3.49,1,17.76,57,39,597.1,27,4,56,42.45
1,2.79,36.8,28.4,3,2.24,87,11,177.4,0.85,363,2,3.18,4.4,8.05,197,8.85,0.86,2.24,2,14.7,53,47,461.7,34,131,65,48.83
1,2.96,190.2,33.3,3,0.16,52,14,124.6,0.62,446,4,5.77,6.72,12.17,234,12.84,2.21,4.72,2,19.75,62,48,229.5,28,274,54,25.34
1,2.96,260,96.3,6,1.86,27,6,170.7,0.39,18,4,3.35,3.58,6.75,188,8.6,0.74,3.05,2,16.92,73,49,536.2,32,71,78,27.41
3,2.61,234.7,42.2,5,0.89,21,12,258.5,0.96,36,1,2.75,3.92,6.14,131,7.47,0.86,2.61,2,6.2,75,44,211.5,37,87,85,47.83
1,2.97,162.4,97.4,3,1.63,39,4,162,0.46,486,4,4.88,5.18,10.72,233,12.4,1.61,3.85,3,16.55,68,35,347.5,39,96,59,25.78
1,2.34,21.6,71.4,3,1.21,79,13,242.7,0.87,233,4,3.42,4.06,8.13,230,8.64,1.67,2.54,1,19.03,61,51,149.8,44,60,36,56.64
3,2.73,270.5,92.6,6,1.84,84,3,153.5,0.91,373,2,3.29,4.07,8.23,214,9.05,1.35,2.93,3,11.45,73,53,310.2,42,163,52,55.05
3,2.42,255.6,27.1,7,2.2,43,14,116.5,0.46,294,1,4.36,4.92,12.75,234,14.24,0.98,3.47,3,11.47,72,49,511,41,245,52,19.13
4,2.8,48.5,47,6,0.56,42,7,351.4,0.98,206,3,4.62,6.79,10.3,211,11.12,1.64,4.57,3,8.48,75,48,209.9,32,239,73,60.94
1,2.95,121.7,59.9,3,1.76,25,9,225.9,0.46,414,3,4.38,5.95,11.63,243,12.34,1.84,3.57,2,14.9,74,53,686.6,43,164,100,24.41
3,2.65,266.8,52.9,7,0.64,42,1,252.9,0.76,462,4,4,5.7,9.77,135,10.34,1.46,3.62,3,6.5,69,40,582.7,25,235,37,35.64
3,2.82,64.3,92.6,3,0.65,89,6,494.2,0.83,233,3,5.22,6.77,10.52,102,11.11,2.37,5,3,18.02,56,54,906.3,37,32,96,45.02
4,2.35,240.4,36.2,10,2.05,79,14,470.1,0.72,109,2,3.93,4.85,10.16,204,11.88,1.62,3.71,1,7.42,56,33,289.8,41,68,82,54.08
4,2.89,77,94.2,6,1.91,22,4,66.3,0.48,256,2,5.19,6.56,14.18,230,15.34,1.7,4.15,1,11.36,46,31,353.9,36,119,51,12.6
6,2.6,159.3,50.7,9,1.98,15,15,142.8,0.62,325,3,3.01,4.29,6.89,188,8.86,1.37,2.19,1,14.86,68,52,955.2,38,214,98,41.65
3,2.82,299.1,21,7,1.85,0,13,283.4,0.9,68,1,6.1,8.57,13.79,137,14.93,2.55,5.06,2,14.24,59,42,659,37,299,32,48.06
1,2.88,273.8,44.9,10,0.92,54,4,172.2,0.76,180,3,5.29,6.32,10.73,210,11.9,1.2,3.95,2,15.37,64,48,253.3,43,87,93,37.87
3,2.29,96.9,94.7,5,1.69,21,4,156.3,0.96,113,1,7.22,10.27,14.54,145,15.32,1.54,5.36,3,6.08,53,53,322.3,30,215,81,56.24
5,2.64,166.4,50.4,3,1.1,85,6,494,0.95,152,4,2.74,2.84,7.67,92,9.61,1.35,2.35,2,10.23,57,41,335.6,20,250,89,57.4
3,2.52,59.7,86.7,10,2.28,63,14,498.3,0.77,120,1,3.04,4.2,7.78,204,8.4,1.01,3.03,1,5.55,65,45,698.7,22,207,42,63.16
1,2.58,218,93.7,7,1.67,18,6,202.8,0.92,379,2,6.03,8.33,13.82,169,14.53,2.26,5.91,2,14.62,46,33,662.4,37,257,54,39.18
5,2.52,167.2,21.6,5,0.51,74,10,387.6,0.67,62,3,3.62,4.21,8.31,231,8.96,1.12,3.36,3,8.1,75,43,942.7,28,251,58,48.39
3,2.27,150.1,83.3,9,0.45,22,6,202.9,0.35,184,1,5.72,6.03,12.48,168,14.46,1.76,4.89,2,9.43,68,36,509.4,21,68,62,19.62
5,2.71,39.8,60.3,4,2.36,29,8,306.3,0.73,348,1,6.5,8.04,13.11,214,14.99,2.6,5.12,1,6.48,59,48,589.4,35,13,98,48.65
5,2.93,29.7,67.7,8,2.46,22,13,428.6,0.6,204,3,3.57,4.85,7.72,92,9.07,0.77,3.32,3,15.08,66,50,694.8,20,262,69,50.71
4,2.5,184.8,85.9,10,2.24,29,1,425.4,0.72,24,3,3.55,4.14,8.32,199,8.97,1.24,3.52,3,8.51,74,44,214.2,28,296,47,52.25
3,2.6,98,27.7,8,1.35,75,11,497,0.92,34,4,5.37,6.22,13.33,101,14.45,2.03,3.96,3,16.37,51,30,503.1,39,243,96,68.61
4,2.27,22.9,34.2,6,0.67,46,15,490.6,0.64,178,2,4.39,4.73,10.73,144,11.68,0.91,3.39,2,9.19,48,45,327,44,135,84,55.64
6,2.73,144,75.5,3,0.6,22,7,255,0.97,353,1,5.66,5.66,14.91,205,16.76,2.17,5.6,3,14.35,47,51,961.1,27,264,94,36.91
3,2.58,143.2,46.3,6,2.21,38,14,148.4,0.31,47,2,2.92,3.45,6.83,100,7.39,1.19,2.85,1,12.38,54,44,410.4,24,249,33,23.91
1,2.85,291,44.5,10,0.34,48,2,317.3,0.83,55,3,2.67,3.95,7.34,152,8.9,0.88,2.53,1,10.39,69,40,922.7,35,154,51,48.1
3,2.47,152.4,98.3,7,0.13,33,2,395.4,0.48,329,4,2.92,3.82,8.27,233,9.43,0.73,2.09,3,17.78,74,50,939.3,42,205,44,49.99
1,2.51,86.2,72.9,4,1.47,45,6,433,0.59,69,4,6.1,8.81,12.38,104,13.64,1.45,5.48,3,5.32,52,46,812.7,34,93,37,41.35
1,2.83,87.1,49.1,10,0.56,6,7,213.3,0.71,446,3,3.04,3.6,8.05,196,8.58,0.85,2.52,3,19.66,55,30,973.7,39,224,83,44.29
1,2.5,132.2,62,10,0.67,32,2,276.3,0.9,93,3,5.7,6.66,12.01,91,12.89,2.49,5.09,1,13.13,68,52,336.5,41,220,52,42.24
4,2.58,60.1,73.8,7,0.75,38,13,488.7,0.62,345,2,4.12,4.15,11.69,230,13.49,2,3.42,2,13.75,71,55,766,32,101,48,51.47
1,2.39,41,35.5,7,1.35,11,6,452.2,0.89,98,2,3.36,3.57,7.88,84,9.45,0.85,3.32,2,7.85,68,51,410,23,195,60,49.98
5,2.32,120.1,88.5,10,2.48,46,8,317.2,0.53,66,1,4.89,6.26,9.89,189,11.57,0.98,4.1,2,14.71,48,55,445.5,42,176,56,25.11
1,2.28,55.8,40,7,1.29,77,14,166.7,0.96,429,2,4.91,7.17,11.82,90,13.62,1.52,4.46,3,9.58,52,45,549.8,32,130,95,37.72
6,2.52,186.6,71.6,8,1.86,29,13,310.6,0.34,418,2,4.33,4.4,10.98,164,12.54,1.18,3.88,3,11.18,62,35,867.1,44,128,68,23.93
4,2.86,61.3,70.5,10,2.06,10,9,492.3,0.43,263,2,3.97,5.6,8,250,8.85,1.66,3.36,3,5.18,62,48,288.2,32,101,68,42.03
4,2.37,140.3,90.7,7,2.13,35,12,299.2,0.62,170,1,3.71,4.53,9.5,138,11.49,0.96,2.63,3,14.68,67,52,960,44,101,86,50.86
3,2.29,273.5,52.3,10,0.25,52,11,312.3,0.88,65,2,6.36,7.73,13.68,197,15.31,2.05,4.88,1,15.34,69,44,417.8,21,40,98,45.6
3,2.64,29.1,29.1,9,1.57,82,10,92.1,0.54,372,2,5.36,5.6,14.03,224,15.18,2.54,4.08,1,16.6,47,43,754.9,30,118,68,24.35
5,2.58,249.9,34.5,7,1.63,36,12,409.6,0.47,437,2,5.59,6.22,13.05,132,14.33,2.3,4.31,3,14.96,61,31,702.4,40,79,76,28.21
5,2.99,82.1,86.2,3,1.9,74,10,294,0.78,477,4,5.73,8.04,13.84,102,15.65,2.18,4.93,1,11.71,54,36,945.6,41,98,48,46.17
4,2.85,80.9,50.4,8,0.67,78,3,96,0.32,361,2,4.86,6.22,11.01,151,12.7,1.28,3.58,2,15.69,45,31,926.9,42,278,75,7.63
6,2.24,92.3,90.6,8,0.41,1,14,125.2,0.96,243,4,2.46,2.98,6.05,81,7.55,0.86,2.32,3,9.58,69,50,796.6,25,83,67,50.83
3,2.91,168.9,89.3,10,2.04,22,11,487.1,0.74,167,1,5.75,6.31,14.9,95,16.19,2.02,4.65,3,16.49,66,52,990.1,21,213,38,50.06
5,2.51,157.6,68.9,5,0.67,20,15,462,0.66,74,4,3.81,5.31,8.15,125,9.42,1.56,3.56,3,18.17,53,54,923,43,6,59,44.79
4,2.71,264.2,69.8,9,0.56,21,10,294.8,0.77,227,2,4.05,5.04,8.59,106,9.98,1.06,3.6,3,13.22,51,48,543.1,38,6,52,49.16
6,2.29,141.9,90.8,10,2.06,90,5,487.1,0.31,354,2,4.65,6.15,11.19,132,12.04,1.33,4.07,2,11.74,75,41,281.7,43,78,63,33.34
1,2.95,237.4,36.8,9,0.7,56,5,244.8,0.65,448,2,4.59,4.79,12.2,219,13.42,1.16,3.32,1,9.24,50,37,755.3,25,295,50,33.27
1,2.43,168,92.3,3,0.16,15,15,206.5,0.83,252,2,2.58,3.6,7.12,157,7.85,1.16,1.85,1,18.24,65,54,945.2,34,298,70,46.92
1,2.48,61.8,27,5,1.53,19,13,278.3,1,136,2,4.67,6.59,12.11,214,13.86,1.91,4.4,3,5.81,47,51,761.4,44,88,36,60.95
6,2.27,92.3,48.1,7,2.42,65,15,85.7,0.69,386,4,5.49,5.88,12.59,110,14.01,2.7,5.44,3,7.57,72,50,968,20,61,55,28.17
3,2.65,276.8,89.9,3,2.39,85,3,102.6,0.52,60,4,3.55,4.55,8.96,119,10.79,0.83,2.98,3,18.23,52,41,409.2,26,45,55,15.69
6,2.7,79.6,93,6,0.62,13,6,61,0.66,407,3,5.53,6.41,13.02,130,14.75,2.53,5.15,1,15.37,45,41,422.8,28,261,82,22.01
5,2.59,137.3,82.5,8,1.12,71,9,306.9,0.7,202,2,6.07,6.46,12.81,130,13.88,1.57,5.06,1,18.01,49,36,598.2,39,210,67,43.75
